Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
3350,CA-2016-147536,12/31/2016,Standard Class,Consumer,United States,New York City,New York,10024,East
3351,US-2014-134733,9/28/2014,Standard Class,Corporate,United States,San Diego,California,92037,West
3353,US-2014-150434,7/24/2014,Standard Class,Corporate,United States,Bristol,Connecticut,6010,East
3357,CA-2017-100335,9/13/2017,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central
3358,CA-2016-139234,5/10/2016,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central
3360,US-2015-142020,6/8/2015,Second Class,Home Office,United States,New York City,New York,10024,East
3362,CA-2015-139962,12/20/2015,Standard Class,Home Office,United States,Revere,Massachusetts,2151,East
3364,CA-2016-130050,7/18/2016,Second Class,Corporate,United States,Houston,Texas,77036,Central
3365,CA-2014-115161,2/2/2014,First Class,Consumer,United States,Mission Viejo,California,92691,West
3366,CA-2014-165379,7/15/2014,Standard Class,Corporate,United States,Dallas,Texas,75217,Central
3368,CA-2015-115511,11/25/2015,Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West
3370,CA-2016-134887,3/25/2016,Same Day,Consumer,United States,Norman,Oklahoma,73071,Central
3371,CA-2017-123778,9/30/2017,Standard Class,Consumer,United States,San Francisco,California,94122,West
3373,CA-2015-161718,12/10/2015,Standard Class,Consumer,United States,Hempstead,New York,11550,East
3377,CA-2016-100671,11/4/2016,First Class,Corporate,United States,Conroe,Texas,77301,Central
3378,CA-2017-142867,3/21/2017,Standard Class,Home Office,United States,Houston,Texas,77095,Central
3380,CA-2017-103156,11/24/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
3381,US-2017-162208,8/30/2017,First Class,Corporate,United States,Tampa,Florida,33614,South
3382,CA-2015-130659,12/9/2015,Second Class,Consumer,United States,New York City,New York,10035,East
3385,CA-2017-148404,10/11/2017,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South
3390,CA-2017-101077,3/30/2017,Second Class,Consumer,United States,Dallas,Texas,75081,Central
3391,CA-2014-166471,8/13/2014,Standard Class,Home Office,United States,Seattle,Washington,98103,West
3393,CA-2014-105340,11/25/2014,First Class,Consumer,United States,Pasadena,Texas,77506,Central
3394,US-2017-131583,6/10/2017,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East
3395,US-2017-148362,7/8/2017,Standard Class,Home Office,United States,Indianapolis,Indiana,46203,Central
3398,CA-2014-102274,11/26/2014,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South
3402,CA-2015-129700,5/5/2015,First Class,Corporate,United States,Tinley Park,Illinois,60477,Central
3403,CA-2017-168739,6/5/2017,Standard Class,Consumer,United States,Houston,Texas,77095,Central
3404,CA-2015-152527,10/17/2015,Same Day,Consumer,United States,Los Angeles,California,90004,West
3405,US-2014-150119,4/27/2014,Standard Class,Home Office,United States,Columbus,Ohio,43229,East
3409,US-2017-150847,5/6/2017,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
3410,CA-2016-100244,9/24/2016,Standard Class,Corporate,United States,San Francisco,California,94122,West
3415,CA-2016-116540,9/2/2016,Same Day,Consumer,United States,Madison,Wisconsin,53711,Central
3417,CA-2015-151841,5/2/2015,Standard Class,Home Office,United States,Aurora,Colorado,80013,West
3419,CA-2015-150791,9/13/2015,Standard Class,Home Office,United States,New York City,New York,10024,East
3420,CA-2016-134803,6/3/2016,Standard Class,Consumer,United States,Los Angeles,California,90004,West
3425,CA-2015-153381,9/28/2015,Standard Class,Home Office,United States,Dubuque,Iowa,52001,Central
3427,US-2017-111024,7/6/2017,Second Class,Home Office,United States,Lancaster,Ohio,43130,East
3430,CA-2017-148264,12/9/2017,First Class,Consumer,United States,Inglewood,California,90301,West
3433,CA-2017-131212,12/9/2017,Standard Class,Consumer,United States,Bellevue,Washington,98006,West
3435,US-2015-100531,9/29/2015,First Class,Consumer,United States,Chicago,Illinois,60610,Central
3437,CA-2017-152583,10/30/2017,Same Day,Consumer,United States,Dallas,Texas,75217,Central
3440,CA-2015-144099,11/30/2015,Same Day,Home Office,United States,San Francisco,California,94122,West
3441,CA-2014-158337,3/14/2014,Second Class,Consumer,United States,New York City,New York,10024,East
3442,CA-2017-168858,11/23/2017,Standard Class,Corporate,United States,New York City,New York,10011,East
3444,CA-2016-116344,8/2/2016,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
3445,CA-2015-131779,6/17/2015,Standard Class,Consumer,United States,Newark,Delaware,19711,East
3446,CA-2016-158869,8/7/2016,First Class,Corporate,United States,New York City,New York,10024,East
3447,CA-2017-102554,6/15/2017,Standard Class,Home Office,United States,Auburn,Alabama,36830,South
3448,CA-2016-162614,10/13/2016,Standard Class,Consumer,United States,Los Angeles,California,90049,West
3449,CA-2014-168592,9/14/2014,Standard Class,Home Office,United States,San Francisco,California,94110,West
3452,CA-2014-157609,3/21/2014,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South
3453,CA-2015-153325,3/2/2015,Second Class,Consumer,United States,Macon,Georgia,31204,South
3454,CA-2015-153626,7/14/2015,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South
3455,CA-2016-166485,2/27/2016,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South
3456,CA-2017-136448,9/18/2017,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
3461,CA-2017-114258,11/10/2017,Second Class,Corporate,United States,Dallas,Texas,75081,Central
3462,CA-2015-152611,2/23/2015,Second Class,Consumer,United States,Perth Amboy,New Jersey,8861,East
3463,CA-2016-165470,11/30/2016,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South
3464,CA-2017-128699,12/5/2017,Second Class,Consumer,United States,Jacksonville,Florida,32216,South
3465,US-2015-147242,9/14/2015,Standard Class,Corporate,United States,Revere,Massachusetts,2151,East
3468,CA-2016-146143,12/19/2016,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
3469,CA-2015-100888,4/10/2015,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South
3470,US-2016-150035,12/5/2016,Standard Class,Consumer,United States,San Francisco,California,94122,West
3471,CA-2017-122644,11/17/2017,Standard Class,Corporate,United States,Columbus,Ohio,43229,East
3473,CA-2017-111815,3/10/2017,Standard Class,Consumer,United States,Dearborn Heights,Michigan,48127,Central
3475,CA-2016-144911,11/30/2016,First Class,Corporate,United States,Overland Park,Kansas,66212,Central
3477,CA-2014-143385,9/5/2014,Standard Class,Consumer,United States,Santa Fe,New Mexico,87505,West
3478,CA-2016-131289,12/14/2016,Standard Class,Corporate,United States,San Francisco,California,94110,West
3481,CA-2014-124023,4/10/2014,First Class,Consumer,United States,Mobile,Alabama,36608,South
3482,CA-2014-124688,8/29/2014,First Class,Corporate,United States,Springfield,Virginia,22153,South
3485,CA-2016-151169,10/26/2016,Standard Class,Corporate,United States,Newark,Delaware,19711,East
3486,US-2016-134761,11/30/2016,Same Day,Consumer,United States,Hickory,North Carolina,28601,South
3487,CA-2017-120705,9/11/2017,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South
3488,CA-2015-157322,7/6/2015,Standard Class,Consumer,United States,Carol Stream,Illinois,60188,Central
3493,CA-2017-142034,9/28/2017,Standard Class,Corporate,United States,Saint Cloud,Minnesota,56301,Central
3496,CA-2016-107328,8/15/2016,Standard Class,Home Office,United States,Los Angeles,California,90036,West
3499,CA-2016-108616,10/3/2016,Standard Class,Consumer,United States,Mobile,Alabama,36608,South
3502,CA-2017-125115,4/10/2017,Same Day,Consumer,United States,Austin,Texas,78745,Central
3504,CA-2016-150945,12/20/2016,Second Class,Home Office,United States,New York City,New York,10009,East
3505,CA-2014-166863,6/24/2014,Standard Class,Consumer,United States,Plano,Texas,75023,Central
3512,CA-2017-140326,9/6/2017,First Class,Corporate,United States,Chicago,Illinois,60653,Central
3515,CA-2016-168536,12/24/2016,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
3516,US-2016-113649,8/12/2016,First Class,Consumer,United States,Fayetteville,North Carolina,28314,South
3519,CA-2015-124975,6/25/2015,First Class,Home Office,United States,Aurora,Illinois,60505,Central
3520,CA-2015-168767,4/15/2015,Standard Class,Corporate,United States,Sacramento,California,95823,West
3521,CA-2016-114482,11/25/2016,Second Class,Corporate,United States,Des Moines,Iowa,50315,Central
3523,CA-2016-137673,9/10/2016,Standard Class,Corporate,United States,San Diego,California,92105,West
3524,CA-2016-132731,11/28/2016,Standard Class,Consumer,United States,Dallas,Texas,75081,Central
3525,CA-2017-148922,12/15/2017,Second Class,Home Office,United States,Jackson,Mississippi,39212,South
3528,CA-2016-130680,6/29/2016,Standard Class,Consumer,United States,San Diego,California,92024,West
3529,CA-2015-141145,9/23/2015,Standard Class,Consumer,United States,Orlando,Florida,32839,South
3530,US-2016-152835,5/23/2016,Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central
3531,CA-2016-155565,5/28/2016,Same Day,Corporate,United States,New York City,New York,10035,East
3532,CA-2014-110849,4/23/2014,Standard Class,Consumer,United States,Los Angeles,California,90049,West
3536,CA-2016-145842,6/20/2016,Second Class,Consumer,United States,New York City,New York,10024,East
3537,CA-2014-158771,5/9/2014,Same Day,Corporate,United States,Henderson,Kentucky,42420,South
3541,CA-2016-157511,9/20/2016,First Class,Consumer,United States,Columbus,Ohio,43229,East
3544,CA-2017-121216,12/25/2017,Second Class,Consumer,United States,College Station,Texas,77840,Central
3546,CA-2017-155292,11/1/2017,First Class,Home Office,United States,Richmond,Kentucky,40475,South
3550,CA-2016-152555,4/2/2016,Second Class,Home Office,United States,Chicago,Illinois,60653,Central
3553,CA-2017-107832,11/26/2017,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East
3554,CA-2014-120838,3/26/2014,Second Class,Consumer,United States,Los Angeles,California,90036,West
3556,CA-2017-118542,12/5/2017,Standard Class,Consumer,United States,Los Angeles,California,90008,West
3558,CA-2017-152737,11/12/2017,Standard Class,Consumer,United States,San Francisco,California,94122,West
3560,CA-2017-109757,9/9/2017,Second Class,Consumer,United States,Akron,Ohio,44312,East
3564,CA-2016-130029,7/6/2016,First Class,Consumer,United States,Los Angeles,California,90049,West
3566,CA-2017-103877,9/14/2017,Standard Class,Home Office,United States,Independence,Missouri,64055,Central
3567,CA-2016-137176,9/14/2016,Second Class,Home Office,United States,Dallas,Texas,75220,Central
3568,CA-2017-168109,7/3/2017,Same Day,Home Office,United States,Seattle,Washington,98105,West
3572,US-2017-126081,7/4/2017,Standard Class,Corporate,United States,Mesquite,Texas,75150,Central
3573,CA-2017-117023,8/12/2017,Standard Class,Consumer,United States,Long Beach,New York,11561,East
3575,CA-2015-143532,3/24/2015,Standard Class,Consumer,United States,North Miami,Florida,33161,South
3576,CA-2016-103163,6/11/2016,Standard Class,Home Office,United States,Bakersfield,California,93309,West
3578,CA-2016-104157,7/29/2016,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
3581,CA-2017-117807,10/7/2017,Standard Class,Consumer,United States,Fremont,Nebraska,68025,Central
3582,CA-2015-121650,12/16/2015,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central
3586,CA-2017-161823,9/8/2017,Standard Class,Corporate,United States,San Francisco,California,94122,West
3587,CA-2017-121839,9/28/2017,Standard Class,Home Office,United States,Lancaster,Ohio,43130,East
3588,CA-2017-158729,12/21/2017,First Class,Consumer,United States,Lafayette,Louisiana,70506,South
3589,CA-2017-146535,11/30/2017,Standard Class,Home Office,United States,Richmond,Kentucky,40475,South
3591,CA-2014-154186,12/15/2014,Second Class,Consumer,United States,Houston,Texas,77070,Central
3592,CA-2016-108434,12/7/2016,Second Class,Consumer,United States,New York City,New York,10024,East
3593,CA-2016-164154,9/17/2016,Standard Class,Home Office,United States,Toledo,Ohio,43615,East
3595,CA-2017-148012,12/15/2017,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East
3596,CA-2014-102869,9/14/2014,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
3600,CA-2017-138310,6/30/2017,Standard Class,Consumer,United States,Denver,Colorado,80219,West
3601,CA-2014-159835,11/24/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
3603,CA-2017-112956,8/27/2017,Standard Class,Home Office,United States,Columbia,Maryland,21044,East
3606,CA-2016-119683,3/16/2016,Second Class,Consumer,United States,New York City,New York,10024,East
3607,CA-2014-163559,9/28/2014,Second Class,Consumer,United States,New York City,New York,10035,East
3608,CA-2014-140228,5/3/2014,Standard Class,Corporate,United States,Newark,Ohio,43055,East
3611,US-2016-131674,12/1/2016,Second Class,Corporate,United States,Dallas,Texas,75217,Central
3612,CA-2015-110093,12/8/2015,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East
3614,CA-2017-112529,11/21/2017,First Class,Corporate,United States,San Antonio,Texas,78207,Central
3616,CA-2016-154536,9/9/2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East
3617,CA-2017-141929,9/8/2017,Standard Class,Consumer,United States,Los Angeles,California,90004,West
3620,CA-2016-109743,9/29/2016,Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South
3622,CA-2014-159184,9/19/2014,Standard Class,Consumer,United States,Macon,Georgia,31204,South
3624,CA-2017-113530,5/21/2017,Second Class,Home Office,United States,San Francisco,California,94109,West
3628,CA-2014-169726,8/13/2014,Standard Class,Consumer,United States,Seattle,Washington,98103,West
3629,CA-2017-155957,11/30/2017,Standard Class,Corporate,United States,Columbus,Ohio,43229,East
3631,CA-2017-132178,5/8/2017,Second Class,Corporate,United States,Los Angeles,California,90004,West
3633,CA-2016-145177,11/14/2016,Standard Class,Home Office,United States,Springfield,Ohio,45503,East
3642,CA-2014-156594,12/23/2014,Second Class,Consumer,United States,Los Angeles,California,90008,West
3646,CA-2014-146528,7/27/2014,Second Class,Home Office,United States,Los Angeles,California,90045,West
3648,CA-2015-168459,11/27/2015,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South
3650,CA-2017-109960,12/11/2017,Second Class,Consumer,United States,Detroit,Michigan,48234,Central
3654,CA-2017-133004,9/5/2017,Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central
3655,CA-2017-168102,4/30/2017,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South
3656,CA-2017-158036,9/14/2017,Standard Class,Corporate,United States,Dublin,Ohio,43017,East
3657,CA-2015-128083,3/17/2015,Standard Class,Corporate,United States,Plantation,Florida,33317,South
3660,CA-2016-161676,7/23/2016,Standard Class,Corporate,United States,Glendale,Arizona,85301,West
3661,CA-2016-155005,6/15/2016,Second Class,Home Office,United States,Jackson,Michigan,49201,Central
3662,US-2017-129777,7/9/2017,Standard Class,Home Office,United States,Quincy,Massachusetts,2169,East
3664,CA-2014-129364,12/13/2014,Standard Class,Consumer,United States,Salem,Oregon,97301,West
3672,CA-2016-104969,4/14/2016,Standard Class,Home Office,United States,Troy,Ohio,45373,East
3674,CA-2017-154109,11/11/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
3676,CA-2015-156440,12/9/2015,Standard Class,Corporate,United States,San Diego,California,92105,West
